timestmp;smpleCnt;grnCnt;led2;led3;grn2Cnt;irCnt;redCnt;hr3;rr5;spo2
11:28:06.636131;307;133485;120412;127920;178544;524159;524159;57.0;0.0;0.0
11:28:06.801661;308;133579;120436;127949;178632;524159;524159;57.0;0.0;0.0
11:28:06.816671;309;133752;120483;127979;178826;524159;524159;57.0;0.0;0.0
11:28:06.830661;310;134001;120534;128010;179124;524159;524159;57.0;0.0;0.0
11:28:06.839651;311;134256;120568;128038;179444;524159;524159;57.0;0.0;0.0
11:28:06.842648;312;134507;120601;128063;179761;524159;524159;57.0;0.0;0.0
11:28:07.001839;313;134732;120630;128077;180068;524159;524159;57.0;0.0;0.0
11:28:07.009149;314;134952;120650;128095;180364;524159;524159;57.0;0.0;0.0
11:28:07.015147;315;135198;120689;128114;180688;524159;524159;57.0;0.0;0.0
11:28:07.023838;316;135462;120727;128142;181024;524159;524159;58.0;0.0;0.0
11:28:07.029839;317;135771;120784;128187;181391;524159;524159;58.0;0.0;0.0
11:28:07.204633;318;136093;120838;128226;181794;524159;524159;58.0;0.0;0.0
11:28:07.215626;319;136424;120896;128262;182218;524159;524159;58.0;0.0;0.0
11:28:07.224621;320;136755;120955;128311;182662;524159;524159;58.0;0.0;0.0
11:28:07.231615;321;136998;120960;128309;183007;524159;524159;59.0;0.0;0.0
11:28:07.236614;322;136691;120785;128181;182723;524159;524159;59.0;0.0;0.0
11:28:07.403655;323;135929;120604;128061;181848;524159;524159;59.0;0.0;0.0
11:28:07.413652;324;135323;120535;128029;181118;524159;524159;59.0;0.0;0.0
11:28:07.423644;325;135068;120552;128045;180760;524159;524159;59.0;0.0;0.0
11:28:07.432639;326;135121;120608;128082;180764;524159;524159;60.0;0.0;0.0
11:28:07.439631;327;135349;120668;128127;180987;524159;524159;60.0;0.0;0.0
11:28:07.602659;328;135489;120686;128127;181140;524159;524159;60.0;0.0;0.0
11:28:07.610653;329;135445;120651;128114;181095;524159;524159;60.0;1023.9;0.0
11:28:07.616650;330;135351;120632;128100;180983;524159;524159;60.0;0.0;0.0
11:28:07.623645;331;135353;120643;128111;180960;524159;524159;61.0;0.0;0.0
11:28:07.630814;332;135474;120682;128139;181091;524159;524159;61.0;0.0;0.0
11:28:07.807771;333;135675;120727;128175;181339;524159;524159;61.0;0.0;0.0
11:28:07.817765;334;135930;120786;128214;181657;524159;524159;61.0;0.0;0.0
11:28:07.826759;335;136212;120831;128244;182008;524159;524159;61.0;0.0;0.0
11:28:07.831755;336;136485;120877;128266;182365;524159;524159;63.0;0.0;0.0
11:28:07.834753;337;136730;120907;128292;182696;524159;524159;63.0;0.0;0.0
11:28:08.006117;338;136962;120942;128319;183026;524159;524159;63.0;0.0;0.0
11:28:08.012109;339;137205;120982;128340;183353;524159;524159;63.0;0.0;0.0
11:28:08.018135;340;137468;121033;128376;183699;524159;524159;63.0;0.0;0.0
11:28:08.025041;341;137764;121087;128418;184088;524159;524159;65.0;0.0;0.0
